wave,variable,label,type,value_labels_sample,n_rows
Wave1,country,Country,haven_labelled,Japan = 1; Hong Kong = 2; Korea = 3,12217
Wave2,q130,You can generally trust the people who run our government to do what is right (HK: Hong Kong government),haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q131,"Generally speaking, we can trust the local government officials to do the right things",haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q132,Which of these two statements comes closer to your own view,haven_labelled,It is essential that the (country) remains one nation = 1; Part of the (country) should be allowed to become fully separate states if they choose to = 2; Do not understand the question = 7,19798
Wave2,q133,People with little or no education should have as much say in politics as highly-educated people,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q134,Government leaders are like the head of a family; we should all follow their decisions,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q135,The government should decide whether certain ideas should be allowed to be discussed in society,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q136,Harmony of the community will be disrupted if people organize lots of groups,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q137,"When judges decide important cases, they should accept the view of the executive branch",haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q138,"If the government is constantly checked by the legislature, it cannot possibly accomplish great things",haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q139,"If we have political leaders who are morally upright, we can let them decide everything",haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q140,"If people have too many different ways of thinking, society will be chaotic",haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q141,"When the country is facing a difficult situation, it is ok for the government to disregard the law in order to deal with the situation",haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q142,The government should maintain ownership of major state-owned enterprises,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q143,The local government should have more authority over local decisions than it does now,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q144,Our country should defend our way of life instead of becoming more and more like other countries,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q145,"In order to preserve social justice, the government should prevent the gap between rich and poor from growing any larger",haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q146,Our country should become more self-sufficient and less reliant on trade with other countries,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q147,Let us suppose that you had to choose between being a..... which of these do you feel most strongly attached to,haven_labelled,"R""s Citizenship = 1; R""s ethnic/regional group = 2; R""S another identity = 3",19798
Wave2,q148,These people should have the equal right to do whatever they want to do as other citizens,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q149,They should enjoy the same right as other citizens to vote in the election of the top leader,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q150,Their basic well-being should be taken care of by the government to the same extent as other citizens,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q151,A citizen who does not actively participate in the affairs of his local and national community is not performing his duties,haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q152,"Citizens should always obey laws and regulations, even if they disagree with them",haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q153,"Do you agree or disagree with the following statement: ""A citizen should always remain loyal only to his country, no matter how imperfect",haven_labelled,Strongly agree = 1; Somewhat agree = 2; Somewhat disagree = 3,19798
Wave2,q154,How proud are you to be a citizen of [Country],haven_labelled,Very proud = 1; Somewhat proud = 2; Not very proud = 3,19798
Wave2,q155,"Given the chance, how willing would you be to go and live in another country?",haven_labelled,Very willing = 1; Willing = 2; Not willing = 3,19798
Wave2,q156,Relation: The European Community or European Union,haven_labelled,Yes = 1; No = 2; Decline to answer = 9,19798
Wave2,q157,Relation: The United Nations or UN,haven_labelled,Yes = 1; No = 2; Decline to answer = 9,19798
Wave2,q158,Relation: International Monetary Fund or IMF,haven_labelled,Yes = 1; No = 2; Decline to answer = 9,19798
Wave2,q159,Relation: World Bank,haven_labelled,Yes = 1; No = 2; Decline to answer = 9,19798
Wave2,q160,Impression: The European Community or European Union,haven_labelled,Very Bad = 1; ... = 2; ... = 3,19798
Wave2,q161,Impression: The United Nations or UN,haven_labelled,Very Bad = 1; ... = 2; ... = 3,19798
Wave2,q162,Impression: International Monetary Fund or IMF,haven_labelled,Very Bad = 1; ... = 2; ... = 3,19798
Wave2,q163,Impression: World Bank,haven_labelled,Very Bad = 1; ... = 2; ... = 3,19798
Wave2,q164,Impression: United States,haven_labelled,Very Bad = 1; ... = 2; ... = 3,19798
Wave2,q165,Impression: China,haven_labelled,Very Bad = 1; ... = 2; ... = 3,19798
Wave2,q166,Impression: Japan,haven_labelled,Very Bad = 1; ... = 2; ... = 3,19798
Wave2,se2,Gender,haven_labelled,Male = 1; Female = 2,19798
Wave2,se3a,Age,haven_labelled,NO ANSWER = 97; DON'T KNOW = 98; REFUSED = 99,19798
Wave2,se4,Marital Status,haven_labelled,Single/Never married = 1; Married = 2; Living-in as married = 3,19798
Wave2,se5,Education,haven_labelled,No formal education = 1; Incomplete primary/elementary = 2; Complete primary/elementary = 3,19798
Wave2,se5a,Years of formal education,haven_labelled,Not applicable = 90; No answer = 97; Cannot choose = 98,19798
Wave2,se6,Religion,haven_labelled,Traditional folk religion (Shenism) = 1; Roman Catholic = 10; Protestant = 20,19798
Wave2,se7,Religiosity,haven_labelled,Several times a day = 1; Once a day = 2; Several times a week = 3,19798
Wave2,se7a,Would you describe yourself as very religious?,haven_labelled,Very religious = 1; Moderately religious = 2; Lightly religious = 3,19798
Wave2,se8a,How many people live in this household?,haven_labelled,Can't choose = 98; Decline to answer = 99,19798
Wave2,se8b,How many generations of family members live in this household?,haven_labelled,One generation = 1; Two generations = 2; Three generations = 3,19798
Wave2,se9,Monthly Household Income,haven_labelled,lowest quintile = 1; 2nd quintile = 2; 3rd quintile = 3,19798
Wave2,se9a,Does the total income of your household allow you to satisfactorily cover your needs?,haven_labelled,"Not applicable = 0; Covers the needs well, we can save = 1; Covers the needs all right, without much difficulty = 2",19798
Wave2,se10a,SE 10.1 Car/Jeep/Van,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10b,SE 10.2 Tractor,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10c,SE 10.3 Color or B/W Television,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10d,SE 10.4 Cable Television,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10e,SE 10.5 Scooter/Motorcycle/Moped,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10f,SE 10.6 Telephone,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10g,SE 10.7 Mobile Phone,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10h,SE 10.8 Electric Fan/Cooler,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10i,SE 10.9 Bicycle,haven_labelled,Yes = 1; No = 2; Decline to answer = 9,19798
Wave2,se10j,SE 10.10 Radio/Transistor,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10k,SE 10.11 Pumping Set,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10l,SE 10.12 Fridge,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10m,SE 10.13 Camera,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10n,SE 10.14 Goats/Sheep,haven_labelled,Yes = 1; No = 2,19798
Wave2,se10o,SE 10.15 Cows/Buffalo,haven_labelled,Yes = 1; No = 2,19798
Wave2,se11,What language do you speak the most in the Home?,haven_labelled,Only local language = 1; Mostly local language = 2; A mixture of local and official language = 3,19798
Wave2,se12a,Main Occupation,haven_labelled,Hired Workers (Excluding unpaid family workers) = 1; Employers and Self-Employed = 2; Purely Property Owner = 3,19798
Wave2,se12b,Respondent is also the chief wage earner?,haven_labelled,Yes = 1; No = 2; Decline to answer = 9,19798
Wave2,se13,Subjective Social Status,haven_labelled,Lowest status = 1; ... = 2; ... = 3,19798
Wave2,ir2,Is this the first questionnaire interviewers have completed?,haven_labelled,Yes = 1; No = 2; Not the first interviewer = 8,19798
Wave2,ir2a,Interviewer's gender,haven_labelled,Not applicable/Not the first interview = 0; Male = 1; Female = 2,19798
Wave2,ir2b,Interviewer's age,haven_labelled,Not applicable/Not the first interview = 90; Decline to answer = 99,19798
Wave2,ir3,"In the interview, other than the respondents, were others present?",haven_labelled,Can't determine = 0; Yes = 1; No = 2,19798
Wave2,ir3a_1,Spouse,haven_labelled,Not applicable = 0; Yes = 1; No = 2,19798
Wave2,ir3a_2,Children,haven_labelled,Not applicable = 0; Yes = 1; No = 2,19798
Wave2,ir3a_3,Parents or parents in law,haven_labelled,Not applicable = 0; Yes = 1; No = 2,19798
Wave2,ir3a_4,Neighbors/Passers by,haven_labelled,Not applicable = 0; Yes = 1; No = 2,19798
Wave2,ir3a_5,Party/Government Official,haven_labelled,Not applicable = 0; Yes = 1; No = 2,19798
Wave2,ir3a_6,Others,haven_labelled,Not applicable = 0; Yes = 1; No = 2,19798
Wave2,ir4,Has the respondent ever refused to be interviewed during the whole process?,haven_labelled,Can't determine = 0; Yes. Right at the beginning of the interview = 1; Yes. In the middle of the interview = 2,19798
Wave2,ir5,Has the respondent ever felt impatient during the interview?,haven_labelled,Can't determine = 0; Never = 1; Occasionally = 2,19798
Wave2,ir6,How cooperative was the respondent during the interview?,haven_labelled,Can't determine = 0; Highly cooperative = 1; Fairly cooperative = 2,19798
Wave2,ir7,How sincere was the respondent when answering sensitive questions?,haven_labelled,Can't determine = 0; Highly sincerely = 1; Fairly sincere = 2,19798
Wave2,ir8,What proportion of the questions do you feel the respondent had difficulty answering?,haven_labelled,Can't determine = 0; All = 1; Most = 2,19798
Wave2,ir9_1,Date of interview: month,haven_labelled,January = 1; February = 2; March = 3,19798
Wave2,ir9_2,Date of interview: day,numeric,NA,19798
Wave2,ir9_3,Date of interview: year,numeric,NA,19798
Wave2,ir10a,Was the interview conducted with the assistance of an interpreter?,haven_labelled,Can't determine = 0; Yes = 1; No = 2,19798
Wave2,ir12a,What is the condition of the road leading to the interviewee's residence?,haven_labelled,"Wide enough for car and paved with asphalt, cement or man-made materials = 1; Not wide enough for car, but paved with asphalt = 2; Paved with stone = 3",19798
Wave2,ir12b,Is tap water the main source of drinking water?,haven_labelled,Can't determine = 0; Yes = 1; No = 2,19798
Wave2,ir12c,Is electricity the main source of lighting?,haven_labelled,Can't determine = 0; Yes = 1; No = 2,19798
Wave2,ir12d,How far is it between the nearest public transportation stop and the respondent's house?,haven_labelled,Can't determine = 0; Less than 10 minutes by walking = 1; Less than 20 minutes = 2,19798
Wave2,ir13a,A.  Post-office,haven_labelled,No = 0; Yes = 1; Not sure = 3,19798
Wave2,ir13b,B.  School,haven_labelled,No = 0; Yes = 1; Not sure = 3,19798
Wave2,irII13c,C.  Police station,haven_labelled,No = 0; Yes = 1; Not sure = 3,19798
Wave2,ir13d,D.  Sewerage system that most houses could access,haven_labelled,No = 0; Yes = 1; Not sure = 3,19798
Wave2,ir13e,E.  Health clinic,haven_labelled,No = 0; Yes = 1; Not sure = 3,19798
Wave2,ir13f,F.  Signal for cellular phone,haven_labelled,No = 0; Yes = 1; Not sure = 3,19798
Wave2,ir13g,"G.  Recreational facilities, e.g., a sports field",haven_labelled,No = 0; Yes = 1; Not sure = 3,19798
Wave2,ir13h,"H.  Any churches, mosques, temples or other public places of worship",haven_labelled,No = 0; Yes = 1; Not sure = 3,19798
Wave2,ir13i,I.  Any town halls or community buildings that can be used for meetings,haven_labelled,No = 0; Yes = 1; Not sure = 3,19798
Wave2,ir13k,K.  Market stalls (selling groceries and/or clothing),haven_labelled,No = 0; Yes = 1; Not sure = 3,19798
Wave2,ir14,Which of the following levels within the country the respondent live?,haven_labelled,Capital or Megacity = 1; Regional center or Other major cities = 2; Small city or town = 3,19798
Wave2,w_all,NA,numeric,NA,19798
Wave3,country,Country Code,haven_labelled,Missing = -1; Japan = 1; Hong Kong = 2,19436
Wave3,idnumber,case number,haven_labelled,Missing = -1,19436
Wave3,level3,urban-rural,haven_labelled,Missing = -1; urban = 1; rural = 2,19436
Wave3,q1,q1. How would you rate the overall economic condition of our country today?  Is it …,haven_labelled,Missing = -1; Very good = 1; Good = 2,19436
Wave3,q2,q2. How would you describe the change in the economic condition of our country over the last few years,haven_labelled,Missing = -1; Much better = 1; A little better = 2,19436
Wave3,q3,q3. What do you think will be the state of our country's economic condition a few years from now? Will it be …,haven_labelled,Missing = -1; Much better = 1; A little better = 2,19436
Wave3,q4,"q4. As for your own family, how do you rate the economic situation of your family today?  Is it …",haven_labelled,Missing = -1; Very good = 1; Good = 2,19436
Wave3,q5,q5. How would you compare the current economic condition of your family with what it was a few years ago? Is it …,haven_labelled,Missing = -1; Much better now = 1; A little better now = 2,19436
Wave3,q6,q6. What do you think the economic situation of your family will be a few years from now? Will it be …,haven_labelled,Missing = -1; Much better = 1; A little better = 2,19436
Wave3,q7,"q7. I'm going to name a number of institutions. For each one, please tell me how much trust do you have in them? The president",haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q8,q8. The courts,haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q9,q9. The national government [in capital city],haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q10,q10. Political parties [not any specific party],haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q11,q11. Parliament,haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q12,q12. Civil service,haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q13,q13. The military(or armed forces),haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q14,q14. The police,haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q15,q15. Local government,haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q16,q16. Newspapers,haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q17,q17. Television,haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q18,q18. The election commission [specify institution by name] <Optional>,haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q19,q19. Non-governmental organizations or NGOs <Optional>,haven_labelled,Missing = -1; A great deal of trust = 1; Quite a lot of trust = 2,19436
Wave3,q20,q20. Could you identity the three most important organizations or formal groups you belong to. First Organization,haven_labelled,Missing = -1; Political parties = 1; Residential & community associations = 2,19436
Wave3,q21,q21. Second Organization,haven_labelled,Missing = -1; Not applicable = 0; Political parties = 1,19436
Wave3,q22,q22. Third Organization,haven_labelled,Missing = -1; Not applicable = 0; Political parties = 1,19436
Wave3,q23,"q23. General speaking, would you say that ""Most people can be trusted"" or ""that you must be very careful in dealing with people""?",haven_labelled,Missing = -1; Most people can be trusted = 1; You must be very careful in dealing with people = 2,19436
Wave3,q24,"q24. Do you think most people would try to take advantage of you if they got a chance, or would they try to be fair? (NEW)",haven_labelled,Missing = -1; Most people would try to take advantage of you if they got a = 1; Most people would try to be fair = 2,19436
Wave3,q25,q25. How much trust do you have in each of the following types of people?   Your relatives,haven_labelled,Missing = -1; A great deal of Trust = 1; Quite a lot of Trust = 2,19436
Wave3,q26,q26. Your neighbors,haven_labelled,Missing = -1; A great deal of Trust = 1; Quite a lot of Trust = 2,19436
Wave3,q27,q27. Other people you interact with,haven_labelled,Missing = -1; A great deal of Trust = 1; Quite a lot of Trust = 2,19436
Wave3,q28,"q28. On average, about how many people do you have contact with in a typical week day?  We are interested in contact on a one-on-one basis, including everyone with whom you chat, talk, or discuss matters.  This can be face to face, by telephone, by mail,",haven_labelled,Missing = -1; Not applicable = 0; 0-4 people = 1,19436
Wave3,q29,"q29. If you have a difficult problem to manage, are there people outside your household you can ask for help? (NEW)",haven_labelled,"Missing = -1; No, nobody = 1; Yes, a few = 2",19436
Wave3,q30,"q30. When people outside your household have problems, do they come to you for help? (NEW)",haven_labelled,"Missing = -1; No, nobody = 1; Yes, a few = 2",19436
Wave3,q31,"q31. If you had friends or co-workers whose opinions on politics differed from yours, would you have a hard time conversing with them? (NEW)",haven_labelled,Missing = -1; Very hard = 1; A bit hard = 2,19436
Wave3,q32,"q32. In talking to people about elections, we often find that a lot of people were not able to vote because they were away from home, they were sick or they just didn't have time. How about you? Did you vote in the election [the most recent national elect",haven_labelled,Missing = -1; Not applicable = 0; Yes = 1,19436
Wave3,q33,q33. Which parties (or candidates for president if it was presidential race) did you vote for? [country-specific response grid],haven_labelled,Missing = -1; Not applicable = 90; No vote = 92,19436
Wave3,q33a,"q33a. Based on the answer to Q33, please construct a new variable indicating if the respondent voted for the winning camp or losing camp.",haven_labelled,Missing = -1; Not applicable = 0; Voted for the winning camp = 1,19436
Wave3,q34,"q34. Thinking about the national election in [year], did you attend a campaign meeting or rally?",haven_labelled,Missing = -1; Not applicable = 0; Yes = 1,19436
Wave3,q35,q35. try to persuade others to vote for a certain candidate or party?,haven_labelled,Missing = -1; Not applicable = 0; Yes = 1,19436
Wave3,q36,q36. Did you do anything else to help out or work for a party or candidate running in the election?,haven_labelled,Missing = -1; Not applicable = 0; Yes = 1,19436
Wave3,q37,"q37. On the whole, how free and fair would you say the last national election was? (NEW)",haven_labelled,Missing = -1; Not applicable = 0; Completely free and fair = 1,19436
Wave3,q38,"q38. Based on your experience, how easy or difficult is it to obtain the following services?  Or have you never tried to get these services from government?  An identity document (such as a birth certificate or passport)",haven_labelled,Missing = -1; Very Difficult = 1; Difficult = 2,19436
Wave3,q39,q39. A place in a public primary school for a child,haven_labelled,Missing = -1; Very Difficult = 1; Difficult = 2,19436
Wave3,q40,q40. Medical treatment at a nearby clinic,haven_labelled,Missing = -1; Very Difficult = 1; Difficult = 2,19436
Wave3,q41,q41. Help from the police when you need it,haven_labelled,Missing = -1; Very Difficult = 1; Difficult = 2,19436
Wave3,q42,"q42. Generally speaking, how safe is living in this city/ town/ village - very safe, safe, unsafe or very unsafe?",haven_labelled,Missing = -1; Very safe = 1; Safe = 2,19436
Wave3,q43,q43. How interested would you say you are in politics?,haven_labelled,Missing = -1; Very interested = 1; Somewhat interested = 2,19436
Wave3,q44,q44. How often do you follow news about politics and government?,haven_labelled,Missing = -1; Everyday = 1; Several times a week = 2,19436
Wave3,q45,q45. How often do you use the internet?,haven_labelled,Missing = -1; Almost daily = 1; At least once a week = 2,19436
Wave3,q46,"q46. When you get together with your family members or friends, how often do you discuss political matters?",haven_labelled,Missing = -1; Frequently = 1; Occasionally = 2,19436
Wave3,q47,"q47. Among the political parties listed here, which party if any do you feel closest to?",haven_labelled,Missing = -1; Can not choose = 95; Decline to answer = 96,19436
Wave3,q48,"q48. How close do you feel to (answer in Q47)? Is it very close, somewhat close, or just a little close?",haven_labelled,Missing = -1; Not applicable = 0; Very close = 1,19436
Wave3,q49,"q49. Please tell me how you feel about the following statements. Would you say you strongly agree, somewhat agree, somewhat disagree, or strongly disagree? Most people are trustworthy?",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q50,"q50. For the sake of the family, the individual should put his personal interests second",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q51,"q51. In a group, we should sacrifice our individual interest for the sake of the group's collective interest.",haven_labelled,Missing = -1; Missing = 0; Strongly agree = 1,19436
Wave3,q52,"q52. For the sake of national interest, individual interest could be sacrificed.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q53,"q53. When dealing with others, developing a long-term relationship is more important than securing one's immediate interest.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q54,"q54. When dealing with others, one should not only focus on immediate interest but also plan for future.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q55,"q55. Even if parents' demands are unreasonable, children still should do what they ask.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q56,"q56. When a mother-in-law and a daughter-in-law come into conflict, even if the mother-in-law is in the wrong, the husband should still persuade his wife to obey his mother.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q57,"q57. Being a student, one should not question the authority of their teacher.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q58,"q58. In a group, we should avoid open quarrel to preserve the harmony of the group",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q59,"q59. Even if there is some disagreement with others, one should avoid the conflict",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q60,q60. A person should not insist on his own opinion if his co-workers disagree with him,haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q61,"q61. Wealth and poverty, success and failure are all determined by fate.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q62,"q62. If one could have only one child, it is more preferable to have a boy than a girl.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q63,"q63. When dealing with others, one should not be preoccupied with temporary gains and losses.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q64,"q64. In the past three (3) years, have you never, once, or more than once done the following because of personal, family, or neighborhood problems, or problems with government officials and policies?Contacted elected officials or legislative representativ",haven_labelled,Missing = -1; Never Done = 0; Once = 1,19436
Wave3,q65,q65. Contacted officials at higher level.,haven_labelled,Missing = -1; Never Done = 0; Once = 1,19436
Wave3,q66,q66. Contacted traditional leaders/community leaders.,haven_labelled,Missing = -1; Never Done = 0; Once = 1,19436
Wave3,q67,q67. Contacted other influential people outside the government,haven_labelled,Missing = -1; Never Done = 0; Once = 1,19436
Wave3,q68,q68. Contacted news media,haven_labelled,Missing = -1; Never Done = 0; Once = 1,19436
Wave3,q69,"q69. Here is a list of actions that people sometimes take as citizens. For each of these, please tell me whether you, personally, have never, once, or more than once done any of these things during the past three years.   Got together with others to try t",haven_labelled,Missing = -1; Never Done = 0; Once = 1,19436
Wave3,q70,q70. Got together with others to raise an issue or sign a petition,haven_labelled,Missing = -1; Never Done = 0; Once = 1,19436
Wave3,q71,q71. Attended a demonstration or protest march,haven_labelled,Missing = -1; Never Done = 0; Once = 1,19436
Wave3,q72,q72. Used force or violence for a political cause,haven_labelled,Missing = -1; Never Done = 0; Once = 1,19436
Wave3,q73,"q73. Thinking of whether you voted or not ever since you became eligible for voting, how would you describe yourself -have you voted in every election, voted in most elections, voted in some elections or hardly ever voted?",haven_labelled,Missing = -1; Not applicable (eligible only once) = 0; Voted in every election = 1,19436
Wave3,q74,"q74. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",haven_labelled,Missing = -1; Statement 1. Government leaders implement what voters want = 1; Statement 2. Government leaders do what they think is best f = 2,19436
Wave3,q74a,q74a. Do you strongly agree or just agree with the chosen statement?,haven_labelled,Missing = -1; Not applicable = 0; Strongly agree = 1,19436
Wave3,q75,"q75. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",haven_labelled,"Missing = -1; Statement 1. Government is our employee, the people should t = 1; Statement 2. The government is like parent, it should decide = 2",19436
Wave3,q75a,q75a. Do you strongly agree or just agree with the chosen statement?,haven_labelled,Missing = -1; Not applicable = 0; Strongly agree = 1,19436
Wave3,q76,"q76. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",haven_labelled,Missing = -1; Statement 1. The media should have the right to publish news = 1; Statement 2. The government should have the right to prevent = 2,19436
Wave3,q76a,q76a. Do you strongly agree or just agree with the chosen statement?,haven_labelled,Missing = -1; Not applicable = 0; Strongly agree = 1,19436
Wave3,q77,"q77. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",haven_labelled,Missing = -1; Statement 1. People should look after themselves and be prim = 1; Statement 2. The government should bear the main responsibil = 2,19436
Wave3,q77a,q77a. Do you strongly agree or just agree with the chosen statement?,haven_labelled,Missing = -1; Not applicable = 0; Strongly agree = 1,19436
Wave3,q78,"q78. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",haven_labelled,Missing = -1; Statement 1. Political leaders are chosen by the people thro = 1; Statement 2. Political leaders are chosen on the basis on th = 2,19436
Wave3,q78a,q78a. Do you strongly agree or just agree with the chosen statement?,haven_labelled,Missing = -1; Not applicable = 0; Strongly agree = 1,19436
Wave3,q79,"q79. Let's talk for a moment about the kind of government you would like to have in this country, which of the followings statements do you agree with most? Choose the first or the second statement. [Interviewer: Probe whether respondent strongly agrees o",haven_labelled,Missing = -1; Statement 1. Multiple parties compete to represent political = 1; Statement 2. One party represents the interests of all the p = 2,19436
Wave3,q79a,q79a. Do you strongly agree or just agree with the chosen statement?,haven_labelled,Missing = -1; Not applicable = 0; Strongly agree = 1,19436
Wave3,q80,"q80. Over the long run, our system of government is capable of solving the problems our country faces.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q81,"q81. Thinking in general, I am proud of our system of government.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q82,"q82. A system like ours, even if it runs into problems, deserves the people's support.",haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q83,q83. I would rather live under our system of government than any other that I can think of.,haven_labelled,Missing = -1; Strongly agree = 1; Somewhat agree = 2,19436
Wave3,q84,"q84. Compared with other systems in the world, would you say our system of government works fine as it is, needs minor change, needs major change, or should be replaced?",haven_labelled,"Missing = -1; It works fine, not need to change = 1; Needs minor change = 2",19436
Wave3,q85,"q85. Many things may be desirable, but not all of them are essential characteristics of democracy. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics o",haven_labelled,Missing = -1; Government narrows the gap between the rich and the poor. = 1; People choose the government leaders in free and fair electi = 2,19436
Wave3,q86,"q86. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics of a democracy?",haven_labelled,"Missing = -1; The legislature has oversight over the government. = 1; Basic necessities, like food, clothes and shelter, are provi = 2",19436
Wave3,q87,"q87. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics of a democracy?",haven_labelled,Missing = -1; Government ensures law and order. = 1; Media is free to criticize the things government does. = 2,19436
Wave3,q88,"q88. If you have to choose only one from each four sets of statements that I am going to read, which one would you choose as the most essential characteristics of a democracy?",haven_labelled,Missing = -1; People have the freedom to take part in protests and demonst = 1; Politics is clean and free of corruption. = 2,19436
Wave3,q89,"q89. On the whole, how satisfied or dissatisfied are you with the way democracy works in [Country].  Are you …?",haven_labelled,Missing = -1; Very satisfied = 1; Fairly satisfied = 2,19436
