concept,domain,description,w1_var,w1_scale,w2_var,w2_scale,w3_var,w3_scale,w4_var,w4_scale,w5_var,w5_scale,w6_var,w6_scale,harmonized_name,harmonize_to,reverse_waves,notes,source,w1_label
org_member_2,social_capital,Second most important organization,NA,NA,q20_2,20cat,q21,21cat,q21,21cat,q19,21cat,q19,21cat,org_import_2,categorical,none,W2 has 20 categories. W3-W6 have 21 categories,manual,NA
org_member_3,social_capital,Third most important organization,NA,NA,q20_3,20cat,q22,21cat,q22,21cat,q20,21cat,q20,21cat,org_import_3,categorical,none,W2 has 20 categories. W3-W6 have 21 categories,manual,NA
org_member_any,social_capital,Member of any organization or group (binary),NA,NA,q20,binary,NA,NA,NA,NA,NA,NA,NA,NA,org_member_any,binary,none,W2 only. Binary yes/no question,manual,NA
org_most_active,social_capital,Most actively participated organization in past 12 months,NA,NA,NA,NA,NA,NA,NA,NA,q21,21cat,q21,21cat,org_most_active,categorical,none,W5-W6 only. Same 21 categories,manual,NA
political_tolerance,social_capital,Difficulty conversing with those with different political views,NA,NA,q31,4pt,q31,4pt,q32,4pt,q32,4pt,q32,4pt,political_tolerance,4pt_1high,yes_reverse,W2-W6. Four point from very hard to not hard at all. Higher=more tolerant so reverse code,manual,NA
support_give,social_capital,Other people come to you for help,NA,NA,NA,NA,q30,4pt,q31,4pt,NA,NA,NA,NA,social_support_give,4pt_1high,none,W3-W4 only. Four point scale from nobody to a lot of people,manual,NA
support_receive,social_capital,Can ask people for help with difficult problems,NA,NA,NA,NA,q29,4pt,q30,4pt,q31,4pt,q31,4pt,social_support_receive,4pt_1high,none,W3-W6. Four point scale from nobody to a lot of people,manual,NA
trust_fairness,social_capital,People try to take advantage vs be fair,NA,NA,NA,NA,NA,NA,q25,2opt,NA,NA,NA,NA,trust_fairness,binary,none,W4 only. Binary choice question,manual,NA
trust_fairness_w3,social_capital,Do people try to take advantage or be fair,NA,NA,NA,NA,q24,binary,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W3 q24. Binary (1=take advantage, 2=be fair). New in W3",w3_verification,NA
trust_first_time,social_capital,Trust in people you meet for the first time,NA,NA,q27,4pt_1low,q27,4pt_1low,NA,NA,q27,6pt_1high,q27,6pt_1high,trust_first_time,4pt_1high,W5-W6,W2-W3 and W5-W6. Missing W4. W2-W3 (1=none→4=great deal) HIGHER=MORE. W5-W6 (1=fully→6=distrust) HIGHER=LESS. Must reverse W5-W6,manual,NA
trust_gen_binary,social_capital,Most people can be trusted (binary/trichotomous),q024,3opt,q23,2opt,q23,2opt,q23,2opt,q22,3opt,q22,3opt,trust_general_binary,binary,none,W1 has 3 options (both/it depends). W2-W4 binary. W5-W6 add it depends,manual,Most people can be trusted (trichotomous)
trust_gen_trustworthy,social_capital,Most people are trustworthy (agree scale),NA,NA,NA,NA,q49,4pt,q24,4pt,q23,4pt,q23,4pt,trust_general_scale,4pt_1high,none,W3-W6 only. 1=Strongly agree to 4=Strongly disagree. Need reversal,manual,NA
internet_access_home,internet,Have Internet access at home,NA,NA,NA,NA,NA,NA,q47,binary_1yes,NA,NA,NA,NA,internet_home,binary_1yes,none,W4 only. Binary 1=yes 2=no,manual,NA
internet_access_mobile,internet,Have Internet access on mobile phone,NA,NA,NA,NA,NA,NA,q48,binary_1yes,NA,NA,NA,NA,internet_mobile,binary_1yes,none,W4 only. Binary 1=yes 2=no with 0=no cell phone,manual,NA
internet_politics_express,internet,How often use internet/social media to express political opinion,NA,NA,NA,NA,NA,NA,q52,6pt_1high,q76,binary_done,q73,binary_done,internet_politics_express,mixed,none,Different measurement across waves. W4 (6-point frequency 1=everyday to 6=never). W5-W6 (binary ever done). Not directly comparable - harmonization difficult,manual,NA
internet_politics_info,internet,How often use internet/social media to find political information,NA,NA,NA,NA,NA,NA,q51,6pt_1high,NA,NA,NA,NA,internet_politics_info,6pt_1high,none,W4 only. 6-point scale 1=everyday to 6=practically never. HIGHER=LESS,manual,NA
internet_use_frequency,internet,How often use internet,NA,NA,NA,NA,NA,NA,q49,8pt_1high,q49,8pt_1high,q50,8pt_1high,internet_frequency,8pt_1high,none,W4-W6. 8-point scale 1=several hours daily to 8=never. HIGHER=LESS. Consistent directionality across waves,manual,NA
internet_use_frequency_w2,internet,How often use internet (W2 version),NA,NA,q66,7pt_1high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2 only. 7pt scale (1=Several hours daily to 7=Never). HIGHER=LESS use. Different scale from W4+,w2_verification,NA
internet_use_frequency_w3,internet,How often use internet (W3 version),NA,NA,NA,NA,q45,6pt_1high,NA,NA,NA,NA,NA,NA,NA,NA,NA,W3 q45. 6pt (1=Almost daily to 6=Never). HIGHER=LESS use,w3_verification,NA
socialmedia_connect_people,internet,Use social media to connect with other people,NA,NA,NA,NA,NA,NA,NA,NA,q51a,binary_1yes,q52a,freq_6pt,socialmedia_connect,mixed,none,W5-W6 only but different scales. W5 binary usage. W6 frequency scale. Not directly comparable,manual,NA
socialmedia_opinion_politics,internet,Use social media to express opinion on political issues,NA,NA,NA,NA,NA,NA,NA,NA,q51b,binary_1yes,q52b,freq_6pt,socialmedia_politics_opinion,mixed,none,W5-W6 only but different scales. W5 binary usage. W6 frequency scale. Requires careful harmonization,manual,NA
socialmedia_share_news,internet,Use social media to share news or information,NA,NA,NA,NA,NA,NA,NA,NA,q51c,binary_1yes,q52c,freq_6pt,socialmedia_share_news,mixed,none,W5-W6 only but different scales. W5 binary usage. W6 frequency scale. Not directly comparable,manual,NA
socialmedia_use,internet,Currently use social media networks,NA,NA,NA,NA,NA,NA,q50,binary_1yes,q50,binary_1yes,NA,NA,socialmedia_use,binary_1yes,none,W4-W5. Binary 1=yes 2=no. W6 asks about specific platforms (q51a-q51h) instead,manual,NA
contact_frequency,social,People contacted in typical week,NA,NA,q27,continuous,q28,continuous,q28,continuous,q28,continuous,q28,continuous,social_contacts,continuous,none,W2-W6. Count variable,existing,NA
difficult_problem_help,social,People to help with problems,NA,NA,q29,ordinal,q29,ordinal,q31,ordinal,q31,ordinal,q31,ordinal,social_support,ordinal,none,W2-W6. Ordinal scale (nobody/few/some/lot),existing,NA
citizen_participation_duty,civic,Citizen not performing duty if doesn't participate,NA,NA,q151,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt agree-disagree. Civic duty measure,w2_verification,NA
country_loyalty,civic,Citizen should remain loyal to country no matter how imperfect,NA,NA,q153,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt agree-disagree. Nationalism/patriotism measure,w2_verification,NA
obey_laws_always,civic,Citizens should always obey laws even if disagree,NA,NA,q152,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt agree-disagree. Legal compliance/rule of law measure,w2_verification,NA
freedom_association,governance,Freedom to join organization of choice,NA,NA,q110,4pt_1complete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt scale (1=Completely free to 4=Not at all free). HIGHER=LESS freedom,w2_verification,NA
freedom_press,governance,Freedom of press/media,NA,NA,q112,4pt_1complete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt scale (1=Completely free to 4=Not at all free). HIGHER=LESS freedom,w2_verification,NA
freedom_speech,governance,Perceived freedom to express opinions without fear,NA,NA,q109,4pt_1complete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt scale (1=Completely free to 4=Not at all free). HIGHER=LESS freedom,w2_verification,NA
freedom_vote,governance,Freedom to vote without pressure,NA,NA,q113,4pt_1complete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt scale (1=Completely free to 4=Not at all free). HIGHER=LESS freedom,w2_verification,NA
govt_employee_vs_parent,governance,Govt is employee of people vs parent who decides,NA,NA,NA,NA,q75,binary,q80,binary_choice,NA,NA,NA,NA,NA,NA,NA,"W3+ q75. Statement 1=employee, 2=parent",w3_verification,NA
govt_responsive_vs_expert,governance,Govt should do what voters want vs what experts think best,NA,NA,NA,NA,q74,binary,q79,binary_choice,NA,NA,NA,NA,NA,NA,NA,"W3+ q74. Statement 1=responsive, 2=expert knows best",w3_verification,NA
individual_vs_govt_welfare,governance,Individual responsibility vs govt welfare,NA,NA,NA,NA,q77,binary,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W3+ q77. Statement 1=individual, 2=govt responsible",w3_verification,NA
leaders_elected_vs_merit,governance,Leaders chosen by election vs merit,NA,NA,NA,NA,q78,binary,q82,binary_choice,NA,NA,NA,NA,NA,NA,NA,"W3+ q78. Statement 1=elected, 2=merit-based",w3_verification,NA
media_freedom_vs_control,governance,Media free to publish vs govt controls,NA,NA,NA,NA,q76,binary,q81,binary_choice,NA,NA,NA,NA,NA,NA,NA,"W3+ q76. Statement 1=media free, 2=govt controls",w3_verification,NA
multiparty_vs_oneparty,governance,Multiple parties vs one party represents all,NA,NA,NA,NA,q79,binary,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W3+ q79. Statement 1=multiparty, 2=one party",w3_verification,NA
corruption_local_govt,corruption,Local govt officials involved in corruption,NA,NA,q118,4pt_1low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt scale (1=hardly anyone to 4=almost everyone). HIGHER=MORE corruption perceived,w2_verification,NA
corruption_local_govt_w3,corruption,Corruption in local government (W3 version),NA,NA,NA,NA,q116,4pt_1low,q117,4pt_1low,NA,NA,NA,NA,NA,NA,NA,W3 q116. 4pt (1=hardly anyone to 4=almost everyone). HIGHER=MORE,w3_verification,NA
corruption_media,corruption,Journalists/media involved in corruption,NA,NA,q120,4pt_1low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt scale (1=hardly anyone to 4=almost everyone). HIGHER=MORE corruption perceived,w2_verification,NA
corruption_national_govt,corruption,National govt officials involved in corruption,NA,NA,q117,4pt_1low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt scale (1=hardly anyone to 4=almost everyone). HIGHER=MORE corruption perceived,w2_verification,NA
corruption_national_govt_w3,corruption,Corruption in national government (W3 version),NA,NA,NA,NA,q117,4pt_1low,q118,4pt_1low,NA,NA,NA,NA,NA,NA,NA,W3 q117. 4pt (1=hardly anyone to 4=almost everyone). HIGHER=MORE,w3_verification,NA
corruption_police,corruption,Police/law enforcement involved in corruption,NA,NA,q119,4pt_1low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt scale (1=hardly anyone to 4=almost everyone). HIGHER=MORE corruption perceived,w2_verification,NA
govt_anticorruption_effort,corruption,Is government working to crack down on corruption,NA,NA,NA,NA,q118,4pt_1best,q119,4pt_1best,NA,NA,NA,NA,NA,NA,NA,W3+ q118. 4pt (1=doing best to 4=nothing). HIGHER=LESS effort,w3_verification,NA
defend_way_of_life,identity,Country should defend way of life vs become like others,NA,NA,NA,NA,q151,4pt_1agree,q151,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W3+ q151. 4pt agree-disagree. Nationalism,w3_verification,NA
emigration_willingness,identity,Willingness to go live in another country,NA,NA,q155,4pt_1high,q155,4pt_1high,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt scale (1=Very willing to 4=Not willing at all). HIGHER=LESS willing,w2_verification,NA
emigration_willingness_w3,identity,Willingness to live in another country (W3),NA,NA,NA,NA,q155,4pt_1high,NA,NA,NA,NA,NA,NA,NA,NA,NA,W3 q155. 4pt (1=very willing to 4=not at all). HIGHER=LESS willing,w3_verification,NA
foreign_goods_harm,identity,Foreign goods hurt local community,NA,NA,NA,NA,q153,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,W3+ q153. 4pt agree-disagree. Economic nationalism,w3_verification,NA
national_pride,identity,How proud to be a citizen of country,NA,NA,q154,4pt_1high,q154,4pt_1high,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 4pt scale (1=Very proud to 4=Not proud at all). HIGHER=LESS proud,w2_verification,NA
national_pride_w3,identity,How proud to be citizen (W3 version),NA,NA,NA,NA,q154,4pt_1high,NA,NA,NA,NA,NA,NA,NA,NA,NA,W3 q154. 4pt (1=very proud to 4=not at all). HIGHER=LESS proud,w3_verification,NA
protect_from_imports,identity,Protect workers by limiting imports,NA,NA,NA,NA,q152,4pt_1agree,q152,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W3+ q152. 4pt agree-disagree. Economic nationalism,w3_verification,NA
covid_economic_impact,covid,COVID impact on family livelihood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q140,4pt,covid_econ_impact,4pt_1serious,none,W6 only. 1=very serious to 4=not much,existing,NA
covid_emergency_powers,covid,Justify emergency powers for health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q172a,4pt,emergency_powers,4pt_1justified,none,W6 only. Authoritarianism measure,existing,NA
covid_govt_handling,covid,Government pandemic handling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q142,4pt,covid_govt_handling,4pt_1good,none,*** W6 ONLY - KEY DV for Paper 1 ***,existing,NA
covid_infection,covid,Personal/family COVID-19 infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q138,binary,covid_infected,binary_1yes,none,*** W6 ONLY - KEY for Paper 1 (Vietnam Paradox) ***,existing,NA
covid_trust_info,covid,Trust in govt COVID information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q141,4pt,covid_trust_info,4pt_1high,none,*** W6 ONLY - KEY MEDIATOR for Paper 1 ***,existing,NA
covid_vaccination,covid,COVID vaccination status,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,q144,categorical,covid_vaccinated,categorical,none,W6 only. Multiple categories,existing,NA
age,demographics,Age of respondent,se003a,continuous,age,continuous,age,continuous,age,continuous,age,continuous,age,continuous,age,continuous,none,Standard demographic,existing,Age in years
education,demographics,Education level,se005,ordinal,education,ordinal,education,ordinal,education,ordinal,education,ordinal,education,ordinal,education,ordinal,none,Standard demographic - check coding,existing,Education level
gender,demographics,Gender/sex,se002,binary,gender,binary,gender,binary,gender,binary,gender,binary,gender,binary,gender,binary,none,Standard demographic,existing,"Gender (1=Male, 2=Female)"
income,demographics,Income level,se009,ordinal,income,ordinal,income,ordinal,income,ordinal,income,ordinal,income,ordinal,income,ordinal,none,Check exact variable names per wave,existing,Income level
subjective_social_status,demographics,Self-perceived social status (1-10 ladder),NA,NA,se13,10pt_1low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W2+. 10pt ladder (1=Lowest to 10=Highest status). HIGHER=HIGHER status,w2_verification,NA
urban_rural,demographics,Urban vs rural residence,level3,binary,urban,binary,urban,binary,urban,binary,urban,binary,urban,binary,urban,binary,none,Check exact variable names - may vary,existing,"Urban/rural (1=Urban, 2=Rural)"
country,identifiers,Country name,country,categorical,country,categorical,country,categorical,country,categorical,country,categorical,country,categorical,country_name,categorical,none,Standardize country names,existing,Country code
respondent_id,identifiers,Unique respondent ID,idnumber,id,idnumber,id,idnumber,id,idnumber,id,idnumber,id,idnumber,id,resp_id,id,none,May need to create wave-country-id,existing,Respondent ID number
year,identifiers,Survey year,NA,NA,year,continuous,year,continuous,year,continuous,year,continuous,year,continuous,survey_year,continuous,none,2006/2010/2014/2018/2022,existing,NA
access_id_document,governance,How easy to obtain identity document service,NA,NA,NA,NA,NA,NA,q39,4pt_1hard,NA,NA,NA,NA,NA,NA,NA,W4+ q39. 4pt (1=very difficult to 4=very easy). HIGHER=EASIER,w4_verification,NA
access_school,governance,How easy to obtain place in public primary school,NA,NA,NA,NA,NA,NA,q40,4pt_1hard,NA,NA,NA,NA,NA,NA,NA,W4+ q40. 4pt (1=very difficult to 4=very easy). HIGHER=EASIER,w4_verification,NA
access_medical,governance,How easy to obtain medical treatment at clinic,NA,NA,NA,NA,NA,NA,q41,4pt_1hard,NA,NA,NA,NA,NA,NA,NA,W4+ q41. 4pt (1=very difficult to 4=very easy). HIGHER=EASIER,w4_verification,NA
access_police_help,governance,How easy to obtain help from police,NA,NA,NA,NA,NA,NA,q42,4pt_1hard,NA,NA,NA,NA,NA,NA,NA,W4+ q42. 4pt (1=very difficult to 4=very easy). HIGHER=EASIER,w4_verification,NA
safety_neighborhood,social,How safe is living in this city/town/village,NA,NA,NA,NA,NA,NA,q43,4pt_1high,NA,NA,q46,4pt_1high,NA,NA,NA,W4+ q43. 4pt (1=very safe to 4=very unsafe). HIGHER=LESS safe,w4_verification,NA
social_media_use,internet,Currently use social media networks,NA,NA,NA,NA,NA,NA,q50,binary_1yes,NA,NA,NA,NA,NA,NA,NA,W4+ q50. Binary 1=yes 2=no,w4_verification,NA
party_closeness_strength,partisanship,How close feel to chosen party,NA,NA,NA,NA,NA,NA,q54,3pt_1high,q56,3pt_1high,q55,3pt_1high,NA,NA,NA,W4+ q54. 3pt (1=very close to 3=just a little). HIGHER=LESS close,w4_verification,NA
democracy_char_1,democracy,Most essential characteristic of democracy (set 1),NA,NA,NA,NA,NA,NA,q88,4opt,NA,NA,NA,NA,NA,NA,NA,W4+ q88. 4 options about democracy characteristics,w4_verification,NA
democracy_char_2,democracy,Most essential characteristic of democracy (set 2),NA,NA,NA,NA,NA,NA,q89,4opt,NA,NA,NA,NA,NA,NA,NA,W4+ q89. 4 options about democracy characteristics,w4_verification,NA
democracy_char_3,democracy,Most essential characteristic of democracy (set 3),NA,NA,NA,NA,NA,NA,q90,4opt,NA,NA,NA,NA,NA,NA,NA,W4+ q90. 4 options about democracy characteristics,w4_verification,NA
democracy_char_4,democracy,Most essential characteristic of democracy (set 4),NA,NA,NA,NA,NA,NA,q91,4opt,NA,NA,NA,NA,NA,NA,NA,W4+ q91. 4 options about democracy characteristics,w4_verification,NA
democracy_assessment,democracy,How much of a democracy is country (4pt),NA,NA,NA,NA,NA,NA,q93,4pt_1high,NA,NA,NA,NA,NA,NA,NA,W4+ q93. 4pt (1=full democracy to 4=not democracy). Different from 10pt scale,w4_verification,NA
country_problem_main,governance,Most important problems facing country,NA,NA,NA,NA,NA,NA,q99,categorical,NA,NA,NA,NA,NA,NA,NA,W4+ q99. Multiple choice with 39 categories,w4_verification,NA
govt_solve_problem_likely,governance,How likely govt will solve main problem in 5 years,NA,NA,NA,NA,NA,NA,q100,4pt_1high,NA,NA,NA,NA,NA,NA,NA,W4+ q100. 4pt (1=very likely to 4=not at all likely). HIGHER=LESS likely,w4_verification,NA
people_change_govt,democracy,People have power to change government they don't like,NA,NA,NA,NA,NA,NA,q101,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q101. 4pt agree-disagree. Democratic belief,w4_verification,NA
parties_equal_media,democracy,Parties have equal access to media during elections,NA,NA,NA,NA,NA,NA,q102,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q102. 4pt agree-disagree. Electoral fairness perception,w4_verification,NA
between_elections_accountability,democracy,Between elections people can't hold govt responsible,NA,NA,NA,NA,NA,NA,q103,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q103. 4pt agree-disagree. REVERSED - agreement=less accountable,w4_verification,NA
courts_check_leaders,democracy,Courts can't do anything when leaders break laws,NA,NA,NA,NA,NA,NA,q104,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q104. 4pt agree-disagree. REVERSED - agreement=less accountable,w4_verification,NA
ethnic_equal_treatment,governance,All ethnic communities treated equally by government,NA,NA,NA,NA,NA,NA,q105,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q105. 4pt agree-disagree,w4_verification,NA
rich_poor_equal_treatment,governance,Rich and poor treated equally by government,NA,NA,NA,NA,NA,NA,q106,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q106. 4pt agree-disagree,w4_verification,NA
basic_necessities_met,governance,"People have basic necessities (food, clothes, shelter)",NA,NA,NA,NA,NA,NA,q107,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q107. 4pt agree-disagree,w4_verification,NA
freedom_organization,democracy,People can join any organization without fear,NA,NA,NA,NA,NA,NA,q109,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q109. 4pt agree-disagree. Freedom perception,w4_verification,NA
officials_unpunished,corruption,Officials who commit crimes go unpunished,NA,NA,NA,NA,NA,NA,q110,4pt_1always,NA,NA,NA,NA,NA,NA,NA,W4+ q110. 4pt (1=always to 4=rarely). HIGHER=LESS corruption,w4_verification,NA
govt_withhold_info,corruption,How often govt withholds important info from public,NA,NA,NA,NA,NA,NA,q111,4pt_1always,NA,NA,NA,NA,NA,NA,NA,W4+ q111. 4pt (1=always to 4=rarely). HIGHER=MORE transparent,w4_verification,NA
leaders_break_law,corruption,How often govt leaders break law or abuse power,NA,NA,NA,NA,NA,NA,q112,4pt_1always,NA,NA,NA,NA,NA,NA,NA,W4+ q112. 4pt (1=always to 4=rarely). HIGHER=LESS corruption,w4_verification,NA
legislature_check_govt,democracy,Legislature capable of keeping govt leaders in check,NA,NA,NA,NA,NA,NA,q114,4pt_1high,NA,NA,NA,NA,NA,NA,NA,W4+ q114. 4pt (1=very capable to 4=not at all). HIGHER=LESS capable,w4_verification,NA
govt_responsive_people,governance,How well govt responds to what people want,NA,NA,NA,NA,NA,NA,q115,4pt_1high,NA,NA,NA,NA,NA,NA,NA,W4+ q115. 4pt (1=very responsive to 4=not at all). HIGHER=LESS responsive,w4_verification,NA
elections_attention,democracy,Elections make govt pay attention to people,NA,NA,NA,NA,NA,NA,q116,4pt_1high,NA,NA,NA,NA,NA,NA,NA,W4+ q116. 4pt (1=a good deal to 4=not at all). HIGHER=LESS effect,w4_verification,NA
corruption_witnessed,corruption,Personally witnessed corruption in past year,NA,NA,NA,NA,NA,NA,q120,5cat,NA,NA,NA,NA,NA,NA,NA,W4+ q120. 5 categories from personally witnessed to no one witnessed,w4_verification,NA
democracy_china,international,Where would place China on democracy scale,NA,NA,NA,NA,NA,NA,q121,10pt_1low,NA,NA,NA,NA,NA,NA,NA,W4+ q121. 10pt scale. Perception of Chinese democracy,w4_verification,NA
democracy_usa,international,Where would place USA on democracy scale,NA,NA,NA,NA,NA,NA,q122,10pt_1low,NA,NA,NA,NA,NA,NA,NA,W4+ q122. 10pt scale. Perception of US democracy,w4_verification,NA
democracy_japan,international,Where would place Japan on democracy scale,NA,NA,NA,NA,NA,NA,q123,10pt_1low,NA,NA,NA,NA,NA,NA,NA,W4+ q123. 10pt scale. Perception of Japanese democracy,w4_verification,NA
democracy_india,international,Where would place India on democracy scale,NA,NA,NA,NA,NA,NA,q124,10pt_1low,NA,NA,NA,NA,NA,NA,NA,W4+ q124. 10pt scale. Perception of Indian democracy,w4_verification,NA
democracy_solve_problems,democracy,Democracy capable of solving society's problems,NA,NA,NA,NA,NA,NA,q126,binary,q133,binary,q125,binary,NA,NA,NA,W4+ q126. Binary choice,w4_verification,NA
democracy_vs_development,democracy,Choose between democracy and economic development,NA,NA,NA,NA,NA,NA,q127,5pt_compare,q134,5pt_compare,q126,5pt_compare,NA,NA,NA,W4+ q127. 5pt comparison scale with equally important option,w4_verification,NA
equality_vs_freedom,democracy,Choose between reducing inequality and protecting freedom,NA,NA,NA,NA,NA,NA,q128,5pt_compare,q135,5pt_compare,q127,5pt_compare,NA,NA,NA,W4+ q128. 5pt comparison scale,w4_verification,NA
democracy_best_form,democracy,Democracy is best form despite problems,NA,NA,NA,NA,NA,NA,q129,4pt_1agree,q136,4pt_1agree,q128,4pt_1agree,NA,NA,NA,W4+ q129. 4pt agree-disagree. Pro-democracy attitude,w4_verification,NA
trust_govt_do_right,trust,Trust people who run govt to do what is right,NA,NA,NA,NA,NA,NA,q137,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q137. 4pt agree-disagree. Diffuse support,w4_verification,NA
citizen_loyalty,nationalism,Citizen should remain loyal to country regardless,NA,NA,NA,NA,NA,NA,q138,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q138. 4pt agree-disagree. Patriotism/nationalism,w4_verification,NA
religious_authorities_laws,traditionalism,Govt should consult religious authorities on laws,NA,NA,NA,NA,NA,NA,q140,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q140. 4pt agree-disagree. Religious traditionalism,w4_verification,NA
immigration_policy,international,Should govt increase or decrease immigrant inflow,NA,NA,NA,NA,NA,NA,q153,4pt_1increase,NA,NA,NA,NA,NA,NA,NA,W4+ q153. 4pt (1=increase to 4=no more). HIGHER=MORE restrictive,w4_verification,NA
environment_vs_economy,governance,Priority: environment protection vs economic growth,NA,NA,NA,NA,NA,NA,q154,binary,NA,NA,NA,NA,NA,NA,NA,W4+ q154. Binary choice,w4_verification,NA
income_distribution_fair,economic,How fair is income distribution in country,NA,NA,NA,NA,NA,NA,q155,4pt_1high,NA,NA,NA,NA,NA,NA,NA,W4+ q155. 4pt (1=very fair to 4=very unfair). HIGHER=LESS fair,w4_verification,NA
govt_reduce_inequality,economic,Govt responsibility to reduce income differences,NA,NA,NA,NA,NA,NA,q156,4pt_1agree,NA,NA,NA,NA,NA,NA,NA,W4+ q156. 4pt agree-disagree. Redistributive preference,w4_verification,NA
income_loss_concern,economic,Concerned about losing major income source next 12 months,NA,NA,NA,NA,NA,NA,q157,4pt_1low,NA,NA,NA,NA,NA,NA,NA,W4+ q157. 4pt (1=not at all to 4=very concerned). HIGHER=MORE concerned,w4_verification,NA
income_loss_impact,economic,How serious if lost main income source,NA,NA,NA,NA,NA,NA,q158,3pt_1serious,NA,NA,NA,NA,NA,NA,NA,W4+ q158. 3pt (1=serious difficulty to 3=manage fine). HIGHER=LESS serious,w4_verification,NA
income_fairness_personal,economic,Family income is fair given efforts,NA,NA,NA,NA,NA,NA,q159,4pt_1high,NA,NA,NA,NA,NA,NA,NA,W4+ q159. 4pt (1=very fair to 4=very unfair). HIGHER=LESS fair,w4_verification,NA
trust_tv_w5,trust,Trust in television (W5 specific),NA,NA,NA,NA,NA,NA,NA,NA,q53,6pt,NA,NA,NA,NA,NA,W5 q53 is trust in TV (6pt 1=trust fully to 6=distrust),w5_verification,NA
trust_newspapers_w5,trust,Trust in newspapers (W5 specific),NA,NA,NA,NA,NA,NA,NA,NA,q54,6pt,NA,NA,NA,NA,NA,W5 q54 is trust in newspapers (6pt),w5_verification,NA
trust_internet_news_w5,trust,Trust in internet news (W5 specific),NA,NA,NA,NA,NA,NA,NA,NA,q57,6pt,NA,NA,NA,NA,NA,W5 q57 is trust in internet news (6pt),w5_verification,NA
petition_sign_online,participation,Signed an online petition,NA,NA,NA,NA,NA,NA,NA,NA,q75,5pt_done,NA,NA,NA,NA,NA,W5 q75 is signed online petition (5pt participation scale),w5_verification,NA
internet_express_politics_w5,participation,Used internet/social media to express political opinions,NA,NA,NA,NA,NA,NA,NA,NA,q76,5pt_done,NA,NA,NA,NA,NA,W5 q76 is internet for political opinions (5pt participation),w5_verification,NA
join_group_cause,participation,Joined group to support a cause (including online),NA,NA,NA,NA,NA,NA,NA,NA,q77,5pt_done,q74,5pt_done,NA,NA,NA,W5 q77 is joined group for cause (5pt participation),w5_verification,NA
govt_implement_vs_decide,governance,Govt implements voter wants vs does what thinks best,NA,NA,NA,NA,NA,NA,NA,NA,q82,binary_choice,NA,NA,NA,NA,NA,W5 q82 is govt responsiveness binary choice,w5_verification,NA
accountability_vs_efficiency,governance,Hold govt accountable vs get things done,NA,NA,NA,NA,NA,NA,NA,NA,q83,binary_choice,NA,NA,NA,NA,NA,W5 q83 is accountability vs efficiency binary,w5_verification,NA
press_freedom_vs_control,governance,Media right to publish vs govt right to prevent,NA,NA,NA,NA,NA,NA,NA,NA,q84,binary_choice,NA,NA,NA,NA,NA,W5 q84 is press freedom binary choice,w5_verification,NA
